audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20067015.mp3	போய்நுகர் வோம்சலியா  இன்பம்	போய் நுகர் வோம் சலியா இன்பம்	போய்நுகர் வோம்சலியா இன்பம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20067016.mp3	தாங்காத வருத்தத்தால் விஜய ராணி	தாங்காத வருத்தத்தால் விஜய ராணி	தாங்காத வருத்தத்தால் விஜய ராணி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19657983.mp3	ஏடி வடிவத்தின் ஆதிக்கமே  மூடர்	ஏடி வடிவத்தின் ஆதிக்கமே முடக்	ஏடி வடிவத்தின் ஆதிக்கமே முக
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19657984.mp3	நீதிகொள் என்றுலகை  அவள்	நீதிகொள் என்றொளுகை அவள்	நீதிகொள் என்றுலகை அவள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19657986.mp3	திரும்பிப் பார்த்துத் தெருவொடு சென்றார்	திரும்பி பார்த்துத் தெருவொழு சென்றார்	திரும்பி பார்த்துத் தெருவொடு சென்றார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19657997.mp3	அமுதம்போல் செந்தமிழிற் கவிதை நூற்கள்	அமுதம்போல் செந்தமிழில் கவிதை நூூர்கள்	அமுதம்போல் செந்தமிழில் கவிதை நூற்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19658080.mp3	நன்று பிராஞ்சியர்க்கு நாக்குளிர வாழ்த்துரைத்தார்	நன்றோ ்ராஞ்சியர்க்கு நாக்குளிரா வாழ்த்துரையித்தார்	நன்று பிராஞ்சியர்க்கு நாக்குளிர வாழ்த்துரைத்தார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19658082.mp3	காங்கேய சேனாதி பதியே நீர்ஓர்	காங்கைய சேனாதிபதியே ஈர்வார்	காங்கேய சேனாதி பதியே ஓர் வார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19658087.mp3	வேந்தன் மகனுக்கு வித்தையெல்லாம் வந்தனவாம்	வேந்தன் மகனுக்கு வித்தைஎல்லாம் மந்தனவாம	வேந்தன் மகனுக்கு விந்தை எல்லாம் வந்தனவாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635692.mp3	உனக்கு இது பிடிக்குதா	உனக்கு இது பிடிக்குதா	உனக்கு இது பிடிக்குதா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635693.mp3	தலைவியின் தலைமாடு தடவினான் இல்லை	தலைவியின் தலைமாது தரவினான் இல்லை	தலைவியின் தலைமாடு தடவினான் இல்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635694.mp3	கன்னி யனுப்பும் புதுப்பார்வை  அவன்	கன்ணி எனுற்பும் புதுப்பார்வை அவன்	கன்னி யனுப்பும் புதுப்பார்வை அவன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635695.mp3	அள்ளும் பெருவெளியாம்	அல்லும் பெருவிழியாம்	அள்ளும் பெருவெளியாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635696.mp3	காதலும் தானும் கனலும் புழுவுமாய்	காதலும் தானும் கனலும் புழுவுமாய்	காதலும் தானும் கனலும் புழுவுமாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635718.mp3	என்ன ஒரு அழகான கவிதை	என்ன உழு அழகான கவிதை	என்ன உரு அழகான கவிதை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635720.mp3	மூலையிலோர் சிறுநூலும் புதுநூ லாயின்	மூலையிலோ சிறுமூலும் புதுநூ லாயின்	மலையிலே சிறுநூலும் புதுநூ லாயின்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635721.mp3	அடுத்த மாடியிலே  நின்ற	அடுத்த மாடியிலே நின்ற	அடுத்த மாடியிலே நின்ற
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19635723.mp3	ஒன்றுபட்டுச் சிறந்தார்  இணை	ஒற்று பட்டிச் சிருந்தான் நெய்	ஒன்றுபட்டுச் சிறந்தார் செய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229024.mp3	நலம்செய்தான் ஒளிமுகத்தைக் காட்டிவிட்டான் காட்டி	நலம் செய்தான் ஒளிமுகத்தைக் காட்டிவிட்டான் காட்டி	நலம்செய்தான் ஒளிமுகத்தைக் காட்டிவிட்டான் காட்டி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229028.mp3	ஏடெடுத் தேன்கவி ஒன்று வரைந்திட	ஏடெடுத் தேன்கவி ஒன்று வரைந்திட	ஏடெடுத் தேன்கவி ஒன்று வரைந்திட
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229029.mp3	புழுக்கமும் வியர்வையும் எழுப்பி என்னை	புழுக்கமும் வியவையும் எழுப்பி என்னை	புழுக்கமும் வியர்வையும் எழுப்பி என்னை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229030.mp3	வரக்கண்ட தும்குப்பன் வாரி அணைக்கச்	வரக்கண்ட தும்குப்பன் வாறு அணக்கச்	வரக்கண்ட தும்குப்பன் வாரி அணைக்கச்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229039.mp3	கூச்சல் குழப்பங்கள் கொத்தடி மைத்தனம்	கூச்சல் குலப்பங்கள் குத்தடிமைத்  தனம்	கூச்சல் குழப்பங்கள் கொத்தடி மைத்தனம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229040.mp3	வாலன் என்னும் மந்திரக் காரனை	வாலன் நெனும் மந்திரக் காரனே	வாலன் நயனும் மந்திரக் காரனை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229042.mp3	அஞ்சுகின்ற குப்பன் அதிரச்செய் திட்டதே	அஞ்சுகிர குப்பன் அதிரச் செய்திட்டதே	அஞ்சுவ குப்பன் அதிரச்செய் திட்டதே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229043.mp3	காட்டினேன் குழந்தையைக் கல்லில் தூக்கிப்	காட்டினின் குழந்தையைக் கள்ளில் தூக்கிப்	காட்டினேன் குழந்தையைக் கல்லில் தூக்கிப்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229045.mp3	மன்னிக்கணும்	மண்ணிக் கெனும்	மன்னிக்கணும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278003.mp3	இயல்பு அலாதன செய்யேல்	இற்இயல்பு அலாதன செய்யேல்	இயல்பு அலாதன செய்யேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278004.mp3	ஒருவனும் ஒருத்தியு மாய்  மனம்	ஒருவணும் ஒர்்தியுமாய்  மனம்	ஒருவனும் ஒருத்தியு மாய்  மனம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278006.mp3	நகையுள்ளும் இன்னாது இகழ்ச்சி பகையுள்ளும் பண்புள பாடறிவார் மாட்டு	நகையொல்லும் என்னாதேகழ்ச்சிபகையல்லும் பண்புல பாறிவார் மாட்டுக்	நகையுள்ளும் இன்னாது இகழ்ச்சி வகையும் பண்புள பாடறிவார் மாட்டுக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278009.mp3	எனக்கு உடம்பு சரியில்லை	எனக்க உடம்பு சரியில்லை	எனக்கு உடம்பு சரியில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278012.mp3	என்பு முறிந்த வன்புலி யுடம்பைக்	என்பு முரிந்த வண்புலி குடம்மைக	என்பு முறிந்த வன்புலி குடம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278027.mp3	தலைவர் இடிக்கும் தடித்த கதவைத்	தலைவர் இரிக்கும் தடித் தகதவைக்	தலைவர் இடிக்கும் தடித்த கதவைத்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278029.mp3	தரளங்கள் போல்வன நிலவு நக்ஷத்திரம்	தரலங்கள் போல்வன நிரவு நச்செத்தர்	தரளங்கள் போல்வன நிலவு நன்செய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278030.mp3	நீ இப்ப எங்க இருக்குற	நேய்ப்ப எங்க இரு்கிறான்	மாய்ப்ப எங்க இருக்கிறாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278031.mp3	அரவம் ஆட்டேல்	அரவம் ஆட்டேன்	அரவம் ஆட்டேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278033.mp3	இளங்கோவடிகளின் தந்தை இமயவரம்பன் நெடுஞ்சேரலாதன்	இலங்கவடிகளின் துந்தை இமையவர் அம்வங் லெடுங்கேர் அலாதன்	இளங்கோவடிகளின் தந்தை இமயவரம்பன் நெடுஞ்சேரலாதன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820389.mp3	தீரவரும் எனிலும் தேன்போல் வரவேற்பேன்	தீர வரம் எனிலும் தேன்போல் வர வேர்பேன்	தீரவரும் எனிலும் தேன்போல் வரவேற்பேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820390.mp3	மக்கள் எல்லாம்சமம் என்று முழக்கினர் தோழா	மக்கள் எல்லாம் சமம் என்று முலக்கினர் தோழா	மக்கள் எல்லாம்சமம் என்று முழக்கினர் தோழா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820391.mp3	மூடப் பழக்கம் முடிவற்ற கண்ணுறக்கம்	மோடப் பலக்கம் முடிவற்ற கண்ணுரக்கம்	மூடப் பழக்கம் முடிவற்ற கண்ணுறக்கம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820392.mp3	சாதலைத் தடுக்கவோ தாய்எமன் வந்தாய்	சாதலைத் தடுக்கவோ ராய் இமன் வந்தாய்	சாதலைத் தடுக்கவோ தாய்எமன் வந்தாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820393.mp3	சொல்லிடு வோம்புவி மேல்	சொல்லிடு வோம் புவிமேல்	சொல்லிடு வோம் புவி மேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820409.mp3	ராணி விஜயா நடத்திவைத்த சூழ்ச்சிதனைக்	ராணி விஜயா நடத்திவைத்த சூழ்ச்சி தனைக்	ராணி விஜயா நடத்திவைத்த சூழ்ச்சிதனைக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820410.mp3	ஏந்திய வண்ணம் என்னருமை மகள்	ஏந்திய வண்ணம் என்னருமை மகழ்	ஏந்திய வண்ணம் என்னருமை மகள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820411.mp3	உன்னதமான ஒரு லட்சியத்துக்காக போராடு	உன்னத மான ஒருளற்சிர்த் திட்காஹ போராடு	உன்னதமான ஒரு லட்சியத்துக்காக போராடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820412.mp3	புத்ரர்களைப் பற்றியன்றோ பூலோகம் தூற்றுவது	புத்தர்களை பற்றியென்றோ பூழோஹம் தூற்றுவது	புத்தர் கலை பற்றியன்றோ பூலோகம் தூற்றுவது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820413.mp3	இனிய புத்தாண்டு வாழ்த்துக்கள்	இனிய புத்தாண்டு வாய்த்துக்கள	இனிய புத்தாண்டு வாழ்த்துக்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823618.mp3	சிற்சிலர் வாழ்ந்திடப் பற்பலர் உழைத்துத்	சேற்சிலர் வாழ்ந்திட பற்பலர் குளத்	சிற்சிலர் வாழ்ந்திடப் பற்பலர் உள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823619.mp3	வீங்கி இருந்ததால் வெடுக்கென வலித்தது	வீங்கி இருந்ததால் வடுக்கென வளித்தது	வீங்கி இருந்ததால் வெடுக்கென வலித்தது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823620.mp3	எனவையம் கலங்கக் கண்டு	என வாயம் கலங்கக் கண்டு	என வா யாம் கலங்கக் கண்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823621.mp3	எனக்கு தயிர் பச்சடி மிகவும் பிடிக்கும்	எனக்கு பயில் பச்சடி மிஹவும் பிடிக்கும்	எனக்கு பயிர் பச்சடி மிகவும் பிடிக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823622.mp3	அரச காவலர் அங்கே இருப்பரேல்	அரச காவலர் அங்கே இதுப்பரேல்	அரச காவலர் அங்கே இருப்பரேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823628.mp3	தொழிலறிந்த ஏழைமக்கள்	தொடில் அறிந்த ஏலை மாக்கள்	தொழிலறிந்த இலை மக்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823629.mp3	சொத்தைப் பல்லைச் சுரண்டிய படியே	சொத்தைபல்லைச் சுரண்திய படியே	சொத்தை பல்லைச் சுரண்டிய படியே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823630.mp3	எதிரிலுறும் அமுதவல்லி இருவர் தம்மைக்	எதுதுயிலுறும் அமுத வல்லி இதுவர் தம்மாய்க்	எதிரிலுறும் அமுதவல்லி இருவர் தம்மைக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823631.mp3	ஆவி களையேனும் அர்ப்பணம்செய் வோம் இதனை	ஆவிகலையேனம் அப்பணம்செய் வோம் இதனாய்	ஆவி களையேனும் அப்புறம் செய்வோம் இதனை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823632.mp3	வீசினதும் முத்தம் விளைத்த நடைமுறையும்	வீசினதும் முத்தம் விலைத்த நடமுறையும்	வீசினதும் முத்தம் விளைத்த நடைமுறையும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819840.mp3	இந்தச் சிறுமி யிருந்திடு கின்றாள்	எந்தச் சிறுமி இரந்திடு கின்றாள்	இந்தச் சிறுமி வந்திடு கின்றாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819841.mp3	உனைக்காணும் போதினிலே என்னு ளத்தில்	உன்னைக் காலம் போதுனிலே என்னுள் ளத்தில்	உன்னைக் காலம் போதினிலே என்னுள் ளத்தில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819842.mp3	அருளொடும் அன்பொடும் வாராப் பொருளாக்கம் புல்லார் புரளவிடல்	அரலொடும் அன்போரடும் வாராப் பொர்லாக்கம் புல்லார் புரரவுடல்	அருளொடும் அன்பொடும் வாராப் பொருளாக்கம் புல்லார் புரளவிடல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819843.mp3	உழுதுண்டு வாழ்வாரே வாழ்வார்	ஒழுதொண்டு வாழ்வாரை வாழ்வார்	உழுதுண்டு வாழ்வாரே வாழ்வார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819844.mp3	அவர்தம் பெயர்களோ விரிக்கினும் எஞ்சும்	அவர்தம் பேயர்களோ விருக்கினும் எஞ்சும்	அவர்தம் பெயர்களோ விரிக்கினும் எஞ்சும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819845.mp3	படுத் திருந்த பையனை நோக்கி	படுத்திடுந்த பையனை நோக்கிச்	படுத் திருந்த பையனை நோக்கி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819846.mp3	விரிகுடா என்பது மூன்று பக்கம் நிலத்தாலும் ஒரு பக்கம் கடலாலும் சூழப்பட்ட பெரிய நீர்ப்பகுதி	விறிகுடா என்பது மூன்றுபக்கம் நிலத்தாலும் ஒருபகம் கடலாலும் சூலப்பட்ட பெரிய நீர்ப்பததி	விரிகுடா என்பது மூன்று பக்கம் நிலத்தாலும் ஒரு பக்கம் கடலாலும் சூழப்பட்ட பெரிய நீர்ப்பகுதி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819847.mp3	புன்னை மரத்தினில் ஓடிய காதலி	புன்னை மரத்திநில் ஓடிய காதலி்	புன்னை மரத்தினில் ஓடிய காதலி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819848.mp3	இறப்பெனும் நிலையில்	பிறப்பெ னம் நிலையில்	இறப்பெனும் நிலையில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819849.mp3	எங்க சாப்பிடலாம்	எங்க சாப்பட லாம்	எங்க சாப்பிடலாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329189.mp3	சதிராடு தேவடியாள் போல்ஆடிற்று	சதிராடு தேவடியால்போல் ஆடிற்று	சதிராடு தேவடியாள் போல்ஆடிற்று
