Unnamed: 0	audios	text	without_lm	with_lm
355	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19329190.wav	neelch sutermani wanam  angae	neelc sudrmani vanam  angae	neelch sutermani wanam  angae
356	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19329191.wav	eannalum nnnale 	ennalum nn nale	eannalum nnnale
357	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19329192.wav	enn nanba  eppdi irukkeinga 	enna nanba  evdi irukkeinga	enna nanba  eppdi irukkeinga
358	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19329193.wav	coolimkl adikrithdar  ennsaiven 	cooli mkl adikrithdar enn saivane	cooli mkl adikrithdar enn saiven
359	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19423196.wav	enrnmud vzhk melam  dlai	benrenmud vlkme lam dlai	enrnmud bl melam dlai
360	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19423199.wav	avan ennai adithdu vittan 	avan ennai adithduvittan	avan ennai adithdu vittan
361	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19423201.wav	koyil diruppni enbar  anthk	boyil diruppni enbar r anthk	koyil diruppni enbar anthk
362	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19423203.wav	beadu ber nil 	beedu brnil	veedu br nil
363	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19423205.wav	suvaiiton amaiandvai kvlai vlaithn 	suvaiiuton amaindvaik kvlai vlaithn	suvaiiton amaiandvai kvlai vlaithn
364	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20944997.wav	layirng kpplgl boyvrch saitom	lauirng kpplkl boyvrch sadum	layirng kpplgl boyvrch saitom
365	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20944998.wav	mukml rodu mukmler ornriim	mukmlrodu mukmler ocriim	mukml rodu mukmler ornriim
366	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20944999.wav	munaimukathu nillel 	munaimukathu minlel	munaimukathu nillel
367	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945000.wav	perunganlbol borudndrauppai  un bguyvan	perunggaulbol boruthiruppai  un aguyvan	perunganlbol borudndrauppai  un bguyvan
368	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945080.wav	bruvthe buier sai 	bruvd de buier sai	bruvthe buier sai
369	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945081.wav	talarnrith dand borlelllam dkarku velanmai saidt boruttu 	talarnri dand borlellam dka ruku velanmai saidt boruttu	talarnrith dand borlelllam dkarku velanmai saidt boruttu
370	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945087.wav	nnjike klppdrhu nmmaianru nnnninan 	nnjaike klpp drh  nmmai  anr nnninal	nnjike klppdrhu  nmmai  anr nnnninan
371	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945093.wav	minnoliyal vraddudan bakeainda neram	minnolial vraddudan baki iand neram	minnoliyal vraddudan baki iand neram
372	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20945094.wav	   ianneram boyiruppar  ianneram berththeduppar  	inneram boyiruppa  inneram berththeduppar	ianneram boyiruppar  ianneram berththeduppar
373	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345213.wav	vanailb bomhdl minailppom	vanai ylb pom kdlminai alppom	vanailb bom kl minailppom
374	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345215.wav	inggrundau kettar iruvrum  ennvenral 	ingairundau kettar iruvrum ennvenral	inggrundau kettar iruvrum ennvenral
375	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345219.wav	 kadlikum mhidsi dandar 	kadlikekum mithi dandar	kadlikum mitham dandar
376	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345220.wav	tornrmed kuraivupdch suasmmel wanga	tornrmed kuraivupd sasmmel wanga	tornrmed kuraivnd suasmmel wanga
377	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345222.wav	ennai arindaal	ennnai arindaal	ennai arindaal
378	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345234.wav	narnrisai veedikl tornrvum saitom	narnrisai veedikl tornrvum saitom	narnrisai veedikl tornrvum saitom
379	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345236.wav	tonrrnru  mngaai dukm neengaadu	tonrrnru  mngaai dukm nengaadu	tonrrnru  mngaai dukm neengaadu
380	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345238.wav	sarnri ledum dvre illai	sarnriledum dvreillai	sarnri ledum dvre illai
381	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345240.wav	kadupol iruppdu krudick cuaithar 	kadupol eruppdu krudik cuaithar	kadupol iruppdu krudick cuaithar
382	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19345241.wav	kappir enru kappung ktti	kappeuir  enru kappung ktti	kappir  enru kappung ktti
383	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330612.wav	mannum ulgam mraiandozhiim kalmttum	mnnnum ulgam mraindozhiim kal mttum	mnnnum ulgam mraiandozhiim kalmttum
384	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330616.wav	avrwartham veedunkar nadu kak	avravrtham veedunkier nadu kak	avrwartham veedunkar nadu kak
385	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330621.wav	vlllar ramaling suamikl adi aantham illa  anudinmum vzhippttar 	vlllar ramlingach swamikl adeaantham killa arutperun jotheaai anudinmu mlibttar	vlllar ramaling suamikl adi aantham illa aru perung ktheaai anudinmum mlai bottar
386	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330625.wav	warayo warayo kadl coll   	waraobn ara ikadil gunnnn	warayo bnm aran kadil annnn
387	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330626.wav	kunrupol ninrbdi kuppn urikekinran 	kunrupol ninjbdi kuppn urikekinran	kunrupol ninrbdi kuppn urikekinran
388	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330630.wav	   mannvne  unarumai mngaai amudvlley 	mannveni unrumai mngaai amuduvlley	mannvne unarumai mngaai amudvlley
389	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330631.wav	delidmizhin ndaiblvum vllvnam 	dolidmizhin ndaippzhvum vllvnam	delidmizhin nd ippazhum vllvnam
390	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330639.wav	ozhukm udaivrk collave diy vzhukiim wayat soll 	olukum udaiwar collave  diy vzhukiim mayath sollel	vlkum udai ar collave  diy vzhukiim mayai sollel
391	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330656.wav	dunnnppom bothunee orthttud dttivittai 	dunnppm bothu neeor dttud dttivittai	dunnnppom bothu neeo dtti dttivittai
392	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21330660.wav	coozhukub brfler wadvum srciler	coodukub brfler wadvum srnciler	coozhukub brfler wadvum srciler
393	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_22816266.wav	yaro deruvil besikondarklam	yaro druvil besukon daklam	yaro deruvil besikondarklam
394	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23573410.wav	aruvdai	aruvdei	aruvdai
395	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23573519.wav	dnnnir  uram idudl	thannir gudam idudl	thannil kudam idudl
396	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23573523.wav	sngam vaiathu dmizhn vlrthth madurai	sngaan vaithu dmizhn vlrthth mdure	sngam vaith dmizhn vlrthth dule
397	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23610797.wav	en kitt mothade	ean kitt bokade	ean kitt bodade
398	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23610826.wav	nilthaib bthanbduthl	nilthaib bthan bduthl	nilthaib athan bduthl
399	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23611005.wav	idley vd tos bongal idelllam bodrom	idlivd tosb bungal idllam bodrum	idu vd tos ungal idelllam bodrom
400	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23846370.wav	 ennum densol vzhkrnrub boyrnru 	ennum densol vzhkrnrub boyrnru	ennum densol vzhkrnrub boyrnru
401	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23846384.wav	araiil bayai virithduppottub bduthan	draiil bayai virithdub bothduk godutham	araiil bayai virithdu bothu goduthan
402	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23849072.wav	sinthininru krfuram krhndu sinkaram mudliavum	sinthuninru krfuram krhnd senkkaram  mudl envum	sinthininru krfuram krhndu sinkaram  mudl enum
403	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23849083.wav	dandu boyppin yanevan saiko	dandu boybin yantan saiko	dandu boyppin vandan saiko
404	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373203.wav	dliahkea armebroi	dliahiy ar mebri	dliahkea armebroi
405	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373204.wav	dvm said dvmam  dail 	dvm said dvmam  deel	dvm said dvmam  kel
406	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373205.wav	dmizhn engal urimaichem byiruku veer 	dmizhnenbai urinaich sembeyirukuver	dmizhnbal urnadich sembu iruku veer
407	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373206.wav	ingaithan manft kediredu vere 	iandithan manbtn pedirdu vere	ingaithan manft kediredu vere
408	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373207.wav	arenve balsurnd	arnver balsurndu	arenve balsurnd
409	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373208.wav	walil vishmbusi vaithirukch solleyvittuch	walil vismbosi vaithirupp solleyvittuch	walil vsm boki vaithirukch solleyvittuch
410	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373209.wav	ingamrer srppuk kndar 	ingamrer srppu kndar	ingamrer srppuk kndar
411	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373210.wav	veru enn saidi 	veru enn saidi	veru enn saidi
412	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373212.wav	onrenum uyernokm amaianddua yillai 	onrenum muyernokm amaiandduayillai	onrenum uyernokm amaianddua yillai
413	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373213.wav	 ennnmve raki irukkinrane nan   enru 	ennnm veraki izhukkin ranenan   enru	ennnmve raki irukkinr rane an   enru
414	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373214.wav	mullm bnry muzhududl silirththl bol	mullmvanry muzhududl seothlbol	mullm anry muzhududl serthl bol
415	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373215.wav	 wadnai colwaro    	vadnike colwaro	adike colwaro
416	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373216.wav	byaal ippdib bucr mudindadu 	byanal ippdib bcrh mudindadu	byaal ippdib bucr mudindadu
417	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19373217.wav	vaithai alvdu namknd dundu	vaith yalvdu nam knd dunbu	vaith alvdu namknd dundu
418	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141971.wav	raj savkar arnrdu saik 	raj saivkar arnrdu saik	raj savkar arnrdu saik
419	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141972.wav	enrn soand nncai ulldu 	enrn sond nncai ulldu	enrn soand nncai ulldu
420	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141973.wav	moyathuk kriaki	moyathuk kriakib	moyathuk kriaki
421	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141974.wav	vnjiaf bothu mnaln mlaippdnike	vnji appothu mnalan mlaip pathnai	vnji appothu mnaln mlai panai
422	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141975.wav	kaium kalum illan krh	kaium kalum illan krh	kaium kalum illan krh
423	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141976.wav	sombith diriel 	somfit diriel	sombith diriel
424	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141977.wav	coodich sudrthrum wan 	coodich sudrthrum wan	coodich sudrthrum wan
425	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141978.wav	kdlin midu ktrvan tonrib	kdlinmid kdiruvan turrib	kdlin midu ktrvan surnrib
426	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141979.wav	masrnr dondizhaippir  samuda ychir	masrnr dundizhaippir  samudaychir	masrnr dondizhaippir  samuda ychir
427	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141980.wav	 sembin balaich sindainan   enru 	sembin balaich silndaran enru	sembin balaich sindainan enru
428	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141981.wav	vlaindvittai gannnetril  enru sonnan 	vlaindvittai kllidil enru sommak	vlaindvittai klvi di enru sumar
429	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141982.wav	goduathuvidu  goduathuvidu  seeki ratthil 	goduathuvidu goruathuvidu sekei dthil	goduathuvidu goduathuvidu seeki idthil
430	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141983.wav	amai enppulan indm odungaid	amai elppul naindu odungaid	amai enppulan ninru odungaid
431	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141984.wav	katsikl coottngal bantadu salai	katsuvu coottengal bantadu talai	katsikl coottngal bantadu dlai
432	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19141985.wav	byara vzhkum banbdade	bitaro vzhkum binbnadi	byara vzhkum binbu nadi
433	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748300.wav	tolaium udttaium dongavai  en	dulaium udttaium dongavai en	tolaium udttaium dongavai en
434	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748302.wav	alfdith talfdi onriruppai enn	albidi talbidi onrirhuppai  enn	a bdi talfdi onriruppai  enn
435	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748303.wav	vatkib bizhindae  sothai	vatkib bezhinde sothai	vatkib bizhindae sothai
436	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748304.wav	ivaikl ennai eduathub boyin 	ivaicl ennai eduathub bouina	ivaikl ennai eduathub boyin
437	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748305.wav	melllum vdaiai vizhungavum dudithdan	melllum vdaiai velungavum dudithdan	melllum vdaiai veru davum dudithdan
438	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748348.wav	vinaittbm enpathu oruvan manttbm  mrnrai ellam br 	vinaittbm enpathu oruvan mnktfm  mrnrai ellam br	vinaittbm enpathu oruvan manttbm  mrnrai ellam br
439	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748350.wav	innlelam dvierkinrane  klicol kinrane 	innlelam dvirkinrane  klicolkinrane	innlelam dvierkinrane  klicol kinrane
440	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748352.wav	nirmenru madmenru nindaithdl ariad	nirmenru madmenru nindithdl aria	nirmenru madmenru nindaithdl ariya
441	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748354.wav	viraiandernrith derithduppar  duni ratthil	vraiandernrit derithuppar duni ratthil	viraiandernrith derithduppar duni ratthil
442	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19748355.wav	odaiund tamraib buklum dngalin	odaiund tavmraib bukolum  dngalin	odaiund tamraib buklum  dngalin
443	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21270079.wav	ennai irkve  iravil orunal	bennai irpprve miradil ornab	ennai irkve iravil orunal
444	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21270080.wav	kuraivnd sareantalum serthl coodum 	kuraivnd sareandadum sargl coodum	kuraivnd sareantalum bergl coodum
445	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21270081.wav	beruvdudan satheamo besiduvir tozhrgle 	peruvandaan saddiymo besiduvit tozhrgle	oruvan aan satheamo besiduvir tozhrgle
446	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21270082.wav	adithdar idithdar bdbd venre 	adithdar idithar adbd venre	adithdar idithdar bdbd venre
447	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21270083.wav	nenju boruku dilaie  iand	nenju borukidlaie  inr	nenju boruku dlai  enr
448	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303061.wav	   ennaich sudadir    enru coorib 	ennnaich sudadir  enru coorib	ennnaich sudadir  enru coorib
449	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303062.wav	sadeaenru boradum dkiclin nenjil	sadeaenru boradum dkiclin nenjil	sadeaenru boradum dkiclin nenjil
450	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303063.wav	denin peruke  en seandmizhe gannnurngau 	denin peruke enseandmile gannnurngau	denin peruke en seandmizhe gannnurngau
451	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303064.wav	singhett kinre dirumahudam suttidlam 	singhedt kinre  perumahudam suddidlam	singhett kinre  beru mahudam suttidlam
452	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303090.wav	sothelam virnrum krnr klviam	sothellam veernrum krnr klviyam	sothelam virnrum krnr klviam
453	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303091.wav	ezhiludiahn bizhai izhikek villai 	eliludiahn blai ilikek villai	ezhiludiahn vilai vlikek villai
454	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303092.wav	iarob bakm avan odivittal	iarob bakm avan odivittal	iarob bakm avan odivittal
455	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303093.wav	coodathu nduvil wadea srukubol	coodthu nduvil wadea srukubol	coodathu nduvil wadea srukubol
456	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303094.wav	bnjnai senru pathaippuru kadlal	bnjnai senru pathaiburu kadlal	bnjnai senru pathaippuru kadlal
457	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303136.wav	kadndraundaan anthd toppinile 	kadndrundan  anthd toppinile	kadndraundaan  anthd toppinile
458	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303137.wav	viraivai undar  viraivai arinar 	viraivai undar viraivai arinar	viraivai undar viraivai arinar
459	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303138.wav	kdvu mikvum cuth denrar 	kdvu mikvum ganh denrar	kdvu mikvum gand denrar
460	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303139.wav	ullthil  ennnmelam ayande	ullthil  ennnmelam ayande	ullthil  ennnmelam ayande
461	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19303140.wav	sarydam arindau sare 	sarydam arindau sane	sarydam arindau sare
462	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866555.wav	 ennenjai unnenjm akippar   enruraithan  	ennenjai unnenjm akippar   enruraithan	ennenjai unnenjm akippar   enruraithan
463	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866556.wav	warum warum warum enrar 	warum warum warum enrar	warum warum warum enrar
464	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866557.wav	enru dlaiwar iraichl bottu	enru dlaiwar iraichl bottu	enru dlaiwar iraichl bottu
465	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866558.wav	iyrhaiil urfthiakum minsaram	iyrhaiil orbti yakum incoram	iyrhaiil urft akum en uram
466	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866559.wav	coodai klngal  mudl	coodai klngal  mudl	coodai klngal  mudl
467	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866570.wav	konrnn inna sainum awarsaid onru nnru ullk kedum 	konrnn innasainum awarsaid onru  nnru ullk kedum	konrnn inna sainum awarsaid onru  nnru ullk kedum
468	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866571.wav	evwaru neendu vlruwan  illaiillai 	evwaru neindu vlruvan illai illai	evwaru neendu vlruwan illai illai
469	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866572.wav	kvlai mattin kzhuathub bol	kvlai mattin kluathub bolb	kvlai mattin kzhuathub bol
470	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866573.wav	kllan vlioilan  gannnilan  avanbal	kllan vlian kannnilan avanbal	kllan mliahn gannnilan avanbal
471	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866574.wav	bovataid ditdam bottiruk kinran 	bothaid dittam bot ttukinran	sothaib ditdam bottu kinran
472	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866580.wav	muchu vittalum acha enchrar 	muchu vittalum aha anchrar	muchu vittalum acha enchrar
473	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866581.wav	dndmizhb battirundaum  sevi	dndmil battrundaum  sedi	dndm battirundaum  sedi
474	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866583.wav	   beranbu condvre  perio re  en 	beronbu condvre periore  en	beranbu condvre perio re  en
475	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19866584.wav	vngathil odivrum neerain mikiahl	vngathil odivrum nirin mikiahl	vngathil odivrum nir n mikiahl
476	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289692.wav	klimburu bithdlai guyppdoug guyppd	klimbirub bithdlike kuyppdog kaippd	klimburu bithdlai kei guyppdoug dnippd
477	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289708.wav	vnjiim pillaaium nanirantal enn	vnjiim pillaium nannirandal enn	vnjiim pillaaium nanirantal enn
478	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289749.wav	manaiviyin ulthai	manaiviyin ulthai	manaiviyin ulthai
479	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289817.wav	ktheaike kllnike gannnal barthdub	ktheaike kllnike gannnal barthdu	ktheaike kllnike gannnal barthdub
480	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289826.wav	mik mahizhrchsi	muth mahzhrchsi	muth mahizhrchsi
481	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289833.wav	kalike kdiersindau srnroor  kan	kalike kdisinda sichurkl	kalike kvi sindau achukl
482	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289834.wav	mratthil enbar  anthk klthil enbar	mratthil enbar anthb kulthil enbar	mratthil enbar anthb klthil enbar
483	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289836.wav	bazhan nenjum silsamiam barthndrangaum 	balan nenjum silsamaium baorthdirangaum	walan nenjum silsamiam barthndrangaum
484	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289841.wav	kapilraib badea bean bulwar nppslaiar	kvilraib badeabean bulwar nppslaiar	keiraib badea bean bulwar nppslaiar
485	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289847.wav	aandai alrum advisuzhn srnruril	andai alrum advisol sechoril	andai alrum adicl soru
486	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289850.wav	mambzhm vlambzhm vand vzheail	mamblm vlamblm vand vliyil	mambzhm vlambzhm vand kdiyil
487	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289854.wav	enru ninikekum thannrund dandaiai	enru ninikekum thannrund dandaiai	enru ninikekum thannrund dandaiai
488	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289855.wav	sarand olidan dkthka ykatsi 	sarand olidan dkthkayk katsi	sarand olidan dkthka katsi
489	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289856.wav	idu enndu 	idu enndu	idu enndu
490	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289857.wav	vemmicol mklaich semmai broindaidd tozha  awar	vemmicol mklaich semmai brindair toha  awar	vemmicol mklaich semmai broindaidd tozha  awar
491	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289868.wav	ktti iddu kairn bidithdu	ktti iddu kaiit beduthdud	ktti iddu kairn bidithdu
492	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21289869.wav	eanni eanniayerwal 	enni eanni ayrval	eanni eanni ay ral
493	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261028.wav	bllike kdithde brk vizhithde	bllike kdithde brk vizhithde	bllike kdithde brk vizhithde
494	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261030.wav	kadl ddumbk gannnir ddumf	kadl ddumbk gannnit ddumfi	kadl ddumbk gannnir ddumf
495	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261032.wav	suriyak kudumbthil mikvum adrthiyan kol bumi	suriyak kudumbthil mikvum adrthai ankol bumi	suriyak kudumbthil mikvum adrthiyan kol bumi
496	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261034.wav	sornrile manboduvar 	sornrile manboduvar	sornrile manboduvar
497	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261036.wav	cokrickkk knd kudikl idyandan	kokrikk kandk kudikl  idaiandan	cokrickkk kandk kudikl  adaiandban
498	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21261070.wav	unnnd dlaippdum neratthile	unnd dlaibdum neratle	unnd dlai bdum nerak le
