Unnamed: 0	audios	text	without_lm	with_lm
583	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0008.wav	my aunt told me no longer agone than yesterday that i was the most wilful woman that ever she knew and had an obstinacy of spirit nothing could overcome take heed	my aunt told me no longer gone than yesterday that i was the most willful woman that ever she knew and had an obstinacy of spirit nothing could overcome take heed	my aunt told me no longer gone than yesterday that i was the most wilful woman that ever she knew and had an obstinacy of spirit nothing could overcome take heed
584	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0009.wav	you see i give you fair warning	you see i give you fair warning	you see i give you fair warning
585	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0010.wav	by the next i shall be gone into kent and my other journey is laid aside which i am not displeased at because it would have broken our intercourse very much	by the next i shall be goning to kent and by other journey is laid aside which i am not displeased at because it would have broken our intercourse very much	by the next i shall be going to kent and my other journey is laid aside which i am not displeased at because it would have broken our intercourse very much
586	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0011.wav	here are some verses of cowley's tell me how you like them	here are some verses of colonies tell me how you like them	here are some verses of colonels tell me how you like them
587	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0012.wav	i told you in my last that my suffolk journey was laid aside and that into kent hastened	i told you in my last that my suffolk journey was laid aside and that to kent hastened	i told you in my last that my suffolk journey was laid aside and that to kent hastened
588	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0013.wav	if i drown by the way this will be my last letter and like a will i bequeath all my kindness to you in it with a charge never to bestow it all upon another mistress lest my ghost rise again and haunt you	if i drown by the way this will be my last letter and like a will i bequeath all my kindness to you in it with a charge never to bestow it all upon another mistress lest my ghost rise again and haunt you	if i drown by the way this will be my last letter and like a will i bequeath all my kindness to you in it with a charge never to bestow it all upon another mistress lest my ghost rise again and haunt you
589	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0014.wav	indeed i like him extremely and he is commended to me by people that know him very well and are able to judge for a most excellent servant and faithful as possible	indeed i like him extremely and he is commended to me by people that know him very well and are able to judge for a most excellent servant and faithful as possible	indeed i like him extremely and he is commended to me by people that know him very well and are able to judge for a most excellent servant and faithful as possible
590	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0015.wav	because you find fault with my other letters this is like to be shorter than they i did not intend it so though i can assure you	because you find fault with my other letters this is like to be shorter than they i did not intend it so though i can assure you	because you find fault with my other letters this is like to be shorter than they i did not intend it so though i can assure you
591	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0016.wav	i do not find it though i am told i was so extremely when i believed you loved me	i do not find it though i am told i was so extremely when i believed you love me	i do not find it though i am told i was so extremely when i believed you love me
592	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0017.wav	but i am called upon	but i am called upon	but i am called upon
593	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0018.wav	directed for your master	directed for your master	directed for your master
594	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0019.wav	i see you can chide when you please and with authority but i deserve it i confess and all i can say for myself is that my fault proceeded from a very good principle in me	i see you can chid when you please and with authority but i deserve it i confess and all i can say for myself is that my fault proceeded from a very good principle in me	i see you can chide when you please and with authority but i deserve it i confess and all i can say for myself is that my fault proceeded from a very good principle in me
595	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0020.wav	we dare not let our tongues lie more on one side of our mouths than t'other for fear of overturning it	we dare not let our tongues lie more on one side of our mouths than the other for fear of overturning it	we dare not let our tongues lie more on one side of our mouths than the other for fear of overturning it
596	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0021.wav	you are satisfied i hope ere this that i scaped drowning	you are satisfied i hope at is that i escape drowning	you are satisfied i hope it is that i escape drowning
597	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0022.wav	but i am troubled much you should make so ill a journey to so little purpose indeed i writ by the first post after my arrival here and cannot imagine how you came to miss of my letters	but i am troubled much you should make so ill a journey to so little purpose indeed i writte by the first post after my arrival here and cannot imagine how you came to miss off my letters	but i am troubled much you should make so ill a journey to so little purpose indeed i write by the first post after my arrival here and cannot imagine how you came to miss of my letters
598	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0023.wav	how welcome you will be but alas	how welcome you will be but alas	how welcome you will be but alas
599	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0024.wav	for my life i cannot beat into their heads a passion that must be subject to no decay an even perfect kindness that must last perpetually without the least intermission	for my life i cannot beat into their heads a passion that must be subject to no decay an even perfect kindness that must last perpetually without the least intermission	for my life i cannot beat into their heads a passion that must be subject to no decay an even perfect kindness that must last perpetually without the least intermission
600	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0025.wav	they laugh to hear me say that one unkind word would destroy all the satisfaction of my life and that i should expect our kindness should increase every day if it were possible but never lessen	they laugh to hear me say that one unkind word would destroy all the satisfaction of my life and that i should expect our kindness should increase every day if it were possible but never lessened	they laugh to hear me say that one unkind word would destroy all the satisfaction of my life and that i should expect our kindness should increase every day if it were possible but never lessen
601	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0026.wav	we go abroad all day and play all night and say our prayers when we have time	we go abroad all day and play all night and say our prayers when we have time	we go abroad all day and play all night and say our prayers when we have time
602	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0027.wav	well in sober earnest now i would not live thus a twelvemonth to gain all that the king has lost unless it were to give it him again	welle in sober ernest now i would not live thus a twelve month to gain all that thking has lost unless it were to give it him again	well in sober earnest now i would not live thus a twelvemonth to gain all that king has lost unless it were to give it him again
603	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0028.wav	will you be so good natured	will you be so good natured	will you be so good natured
604	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0029.wav	he has one son and tis the finest boy that e'er you saw and has a noble spirit but yet stands in that awe of his father that one word from him is as much as twenty whippings	he has one son and tis the finest boy that ever you saw and has a noble spirit but yet stands in that awe of his father that one word from him is as much as twenty whippings	he has one son and is the finest boy that ever you saw and has a noble spirit but yet stands in that awe of his father that one word from him is as much as twenty whippings
605	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0030.wav	you must give me leave to entertain you thus with discourses of the family for i can tell you nothing else from hence	you must give me leave to entertain you thus with discourses of the family for i can tell you nothing else from hence	you must give me leave to entertain you thus with discourses of the family for i can tell you nothing else from hence
606	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0031.wav	not to know when you would come home i can assure you nor for any other occasion of my own but with a cousin of mine that had long designed to make herself sport with him and did not miss of her aim	not to know when you would come home i can assure you nor for any other citchen or my own but with a cousin of mine that had long designed to make herself sport with him and did not miss of her aim	not to know when you would come home i can assure you nor for any other kitchen or my own but with a cousin of mine that had long designed to make herself sport with him and did not miss of her aim
607	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0032.wav	in my life i never heard so ridiculous a discourse as he made us and no old woman who passes for a witch could have been more puzzled to seek what to say to reasonable people than he was	in my life i never heard so ridiculous a discourse as he made us and no old woman who passes fror a witch could have been more puzzled to seek what to say to reasonable people than he was	in my life i never heard so ridiculous a discourse as he made us and no old woman who passes for a witch could have been more puzzled to see what to say to reasonable people than he was
608	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3080-5040-0033.wav	ever since this adventure i have had so great a belief in all things of this nature that i could not forbear laying a peas cod with nine peas in't under my door yesterday and was informed by it that my husband's name should be thomas how do you like that	ever since this adventure i have had so great a belief in all things of this nature that i could not forbear laying a peec caut with nine peas int under my door yesterday and was informed by it that my husband's name should be thomas how do you like that	ever since this adventure i have had so great a belief in all things of this nature that i could not forbear laying a peace cat with nine peas it under my door yesterday and was informed by it that my husband's name should be thomas how do you like that
609	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0000.wav	she pulled her hair down turned her skirt back put her feet on the fender and took puttel into her lap all of which arrangements signified that something very important had got to be thought over and settled	she put her hair down turned her skird back put her feet on the fender and took putter onto her lap all of which arrangements signified that something very important had got to be thought over and settled	she put her hair down turned her skirt back put her feet on the fender and took puttel into her lap all of which arrangements signified that something very important had got to be thought over and settled
610	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0001.wav	the more proposals the more credit	the more proposals the more credit	the more proposals the more credit
611	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0002.wav	i ve tried it and liked it and maybe this is the consequence of that night's fun	i've tried it and liked it and maybe this is the consequence of that night's fun	i've tried it and liked it and maybe this is the consequence of that night's fun
612	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0003.wav	just suppose it is true that he does ask me and i say yes	just suppose it is true that he does ask me and i say yes	just suppose it is true that he does ask me and i say yes
613	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0004.wav	what a spiteful thing i am	what a spiteful thing i am	what a spiteful thing i am
614	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0005.wav	i could do so much for all at home how i should enjoy that	i could do so much for all at home how i should enjoy that	i could do so much for all at home how i should enjoy that
615	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0006.wav	let me see how can i begin	let me see how can i begin	let me see how can i begin
616	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0007.wav	he has known her all her life and has a good influence over her	he has known her all her life and has a good influence over her	he has known her all her life and has a good influence over her
617	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0008.wav	now as polly was by no means a perfect creature i am free to confess that the old temptation assailed her more than once that week for when the first excitement of the dodging reform had subsided she missed the pleasant little interviews that used to put a certain flavor of romance into her dull hard working days	now as polly was by no means a perfect creature i am free to confess that the old temptation assailed her more than once that week for when the first excitement of the dudching reform had subsided she missed the blesseng little interviews that used to put a certain flavor of romance into her dull artworking days	now as polly was by no means a perfect creature i am free to confess that the old temptation assailed her more than once that week for when the first excitement of the dodging reform had subsided she missed the blessed little interviews that used to put a certain flavor of romance into her dull art working days
618	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0009.wav	i don't think it was his wealth accomplishments or position that most attracted polly though these doubtless possessed a greater influence than she suspected	i don't think it was his wealth accomplishments or position that most attracted polly though these doubtless possessed a greater influence than she suspected	i don't think it was his wealth accomplishments or position that most attracted polly though these doubtless possessed a greater influence than she suspected
619	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0010.wav	it was that indescribable something which women are quick to see and feel in men who have been blessed with wise and good mothers	it was that indescribable something which women are quick to see and feel in men who have been blessed with wise and good mothers	it was that indescribable something which women are quick to see and feel in men who have been blessed with wise and good mothers
620	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0011.wav	this had an especial charm to polly for she soon found that this side of his character was not shown to every one	this had an especial charm to polly for she soon found that this side of his character was not shown to every one	this had an especial charm to polly for she soon found that this side of his character was not shown to everyone
621	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0012.wav	lately this had changed especially towards polly and it flattered her more than she would confess even to herself	lately this had changed especially towards paly and it flattered her more than she would confess even to herself	lately this had changed especially towards pale and it flattered her more than she would confess even to herself
622	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0013.wav	at first she tried to think she could but unfortunately hearts are so contrary that they won't be obedient to reason will or even gratitude	at first she tried to think she could but unfortunately hearts are so contrary that they won't be obedient to reason will or even creditude	at first she tried to think she could but unfortunately hearts are so contrary that they won't be obedient to reason will or even credit de
623	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0014.wav	polly felt a very cordial friendship for mister sydney but not one particle of the love which is the only coin in which love can be truly paid	porley felt a very cordial friendship for mister sydney but not one particle of the love which is the only coin in which love can be truely paid	polly felt a very cordial friendship for mister sydney but not one particle of the love which is the only coin in which love can be truly paid
624	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0015.wav	this finished polly's indecision and after that night she never allowed herself to dwell upon the pleasant temptation which came in a guise particularly attractive to a young girl with a spice of the old eve in her composition	this finished polly's inpecition and after that night she never allowed herself to dwell upon the pleasant temptation which came in a guise particularly attractive to a young girl with the spies of the old eve in her composition	this finished polly's indecision and after that night she never allowed herself to dwell upon the pleasant temptation which came in a guise particularly attractive to a young girl with the spy of the old eve in her composition
625	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0016.wav	when saturday came polly started as usual for a visit to becky and bess but could n't resist stopping at the shaws to leave a little parcel for fan though it was calling time	when saturday came polly started as usual for a visit to backy and bess but couldn't resist stopping at the shores to leave a little pastl for fan thogh it was calling time	when saturday came polly started as usual for a visit to becky and bess but couldn't resist stopping at the shore to leave a little past for fan though it was calling time
626	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0017.wav	a foolish little speech to make to a dog but you see polly was only a tender hearted girl trying to do her duty	a foolish little speech to make to a dark but you see polly was only a tender hearted girl trying to do her duty	a foolish little speech to make to a dark but you see polly was only a tender hearted girl trying to do her duty
627	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0018.wav	take hold of master charley's hand miss mamie and walk pretty like willy and flossy said the maid	take hold of massa charlie's hand miss mamy and walk pretty like willy and flossy said the maid	take hold of masses charles hand miss mamie and walk pretty like willy and flossy said the maid
628	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0019.wav	at a street corner a black eyed school boy was parting from a rosy faced school girl whose music roll he was reluctantly surrendering	at a street corner a black eyed schoolboy was parting from a rosy faced school girl whose music role he was reluctantly surrendering	at a street corner a black eyed school boy was parting from a rosy faced school girl whose music roll he was reluctantly surrendering
629	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0020.wav	how he got there was never very clear to polly but there he was flushed and a little out of breath but looking so glad to see her that she had n't the heart to be stiff and cool as she had fully intended to be when they met	how he got there was never very clear to polly but there he was flushed and a little out of breath but looking so glad to see her that she had not the heart to be stiff and cool as she had fully intended to be when they met	how he got there was never very clear to polly but there he was flushed and a little out of breath but looking so glad to see her that she had not the heart to be stiff and cool as she had fully intended to be when they met
630	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0021.wav	she really could n't help it it was so pleasant to see him again just when she was feeling so lonely	she really could not help it it was so pleasant to see him again just when she was feeling so lonely	she really could not help it it was so pleasant to see him again just when she was feeling so lonely
631	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0022.wav	that is the way i get to the roths answered polly	that is the way i get to the ross answered polly	that is the way i get to the rose answered polly
632	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0023.wav	she did not mean to tell but his frankness was so agreeable she forgot herself	she did not mean to tell but his frankness was so agreeable she forgot herself	she did not mean to tell but his frankness was so agreeable she forgot herself
633	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0024.wav	but i know her better and i assure you that she does improve she tries to mend her faults though she won't own it and will surprise you some day by the amount of heart and sense and goodness she has got	but i know her better and i assure you that she does improve she tries to mand her falts though she won't own it and will surprise you some day by the amount of heart and sense and goodness she has got	but i know her better and i assure you that she does improve she tries to mind her faults though she won't own it and will surprise you some day by the amount of heart and sense and goodness she has got
634	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0025.wav	thank you no	thank you no	thank you no
635	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0026.wav	how lovely the park looks she said in great confusion	how lovely the park looks she said in great confusion	how lovely the park looks she said in great confusion
636	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0027.wav	asked the artful young man laying a trap into which polly immediately fell	asked the audful young man laying a trap into which polly immediately fell	asked the artful young man laying a trap into which polly immediately fell
637	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0028.wav	he was quicker to take a hint than she had expected and being both proud and generous resolved to settle the matter at once for polly's sake as well as his own	he was quicker to take a hint than she had expected and being both proud and generous we soulled to settle the matter at once for polly's sake as well as his own	he was quicker to take a hint than she had expected and being both proud and generous we sold to settle the matter at once for polly's sake as well as his own
638	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0029.wav	so when she made her last brilliant remark he said quietly watching her face keenly all the while i thought so well i m going out of town on business for several weeks so you can enjoy your little bit of country without being annoyed by me annoyed	so when she made her last boyand remark he said quietly watching her face keenly all the while i thought so well i'm going out of town on business for several weeks so you can enjoy your little bit of country without being annoyed by me annoy it	so when she made her last beyond remark he said quietly watching her face keenly all the while i thought so well i'm going out of town on business for several weeks so you can enjoy your little bit of country without being annoyed by me annoyed
639	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0030.wav	she thought she had a good deal of the coquette in her and i ve no doubt that with time and training she would have become a very dangerous little person but now she was far too transparent and straightforward by nature even to tell a white lie cleverly	she thought she had a good deal of the coquette in her and i have no doubt that with time and training she would have become a very dangerous little person but now she was far to transparent and straightforward by nature even to tell a whildlike levely	she thought she had a good deal of the coquette in her and i have no doubt that with time and training she would have become a very dangerous little person but now she was far to transparent and straightforward by nature even to tell a wild like lively
640	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0031.wav	he was gone before she could do anything but look up at him with a remorseful face and she walked on feeling that the first and perhaps the only lover she would ever have had read his answer and accepted it in silence	he was gone before she could do anything but look up at him with a remorseful face and she walked on feeling that the first and perhaps the only lover she would ever have had read his answer and accepted in silence	he was gone before she could do anything but look up at him with a remorseful face and she walked on feeling that the first and perhaps the only lover she would ever have had read his answer and accepted in silence
641	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0032.wav	polly did not return to her favorite walk till she learned from minnie that uncle had really left town and then she found that his friendly company and conversation was what had made the way so pleasant after all	parley did not return to her favorite walk till she learned from mini that uncle had rually left town and then she found that his friendly company and conversation was what had made the way so pleasant after all	polly did not return to her favourite walk till she learned from mine that uncle had really left town and then she found that his friendly company and conversation was what had made the way so pleasant after all
642	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0033.wav	wagging to and fro as usual what's the news with you	working two and fro as usual what's the news with you	working to and fro as usual what's the news with you
643	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0034.wav	perhaps she ll jilt him	perhaps she'll cilld him	perhaps she'll told him
644	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0035.wav	utterly done with and laid upon the shelf	utterly done with and laid upon the shelf	utterly done with and laid upon the shelf
645	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0036.wav	minnie said the other day she wished she was a pigeon so she could paddle in the puddles and not fuss about rubbers	minny said the other day she wished she was a pigeon so she could paddle in the puddles and nut fus about ravls	mine said the other day she wished she was a pigeon so she could paddle in the puddles and not fuss about rabb's
646	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0037.wav	now don't be affected polly but just tell me like a dear has n't he proposed	now don't be affected polly but just tell me like a dear has not he proposed	now don't be affected polly but just tell me like a dear has not he proposed
647	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0038.wav	don't you think he means to	don't you think he means too	don't you think he means too
648	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0039.wav	truly truly fan	truly julie fan	truly julien fan
649	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0040.wav	i don't mean to be prying but i really thought he did	i don't mean to be crying but i really thought he did	i don't mean to be crying but i really thought he did
650	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0041.wav	well i always meant to try it if i got a chance and i have	well i always meant to try it if i got a chance and i have	well i always meant to try it if i got a chance and i have
651	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0042.wav	i just gave him a hint and he took it	i just gave him a hint and he took it	i just gave him a hint and he took it
652	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0043.wav	he meant to go away before that so don't think his heart is broken or mind what silly tattlers say	he meant to go away before that so then think his heart is broken or mind what ciddy tetler say	he meant to go away before that so then think his heart is broken or mind what city tattlers say
653	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0044.wav	he understood and being a gentleman made no fuss	he understood and being a gentleman made no fuss	he understood and being a gentleman made no fuss
654	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0045.wav	but polly it would have been a grand thing for you	but polly it would have been a grand thing for you	but polly it would have been a grand thing for you
655	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159605-0046.wav	i m odd you know and prefer to be an independent spinster and teach music all my days	i'm not you know iam preferred to be an independent spinster and teach music all my days	i'm not you know i'm preferred to be an independent spinster and teach music all my days
656	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0000.wav	never mind what the business was it suffices to say that it was a good beginning for a young man like tom who having been born and bred in the most conservative class of the most conceited city in new england needed just the healthy hearty social influences of the west to widen his views and make a man of him	never mind what the business was it suffices to say that it was a good beginning for a young man like tum who having been born and bred in the most conservative class of the most conceted city in new england needed just the healthy hearty social influences of the west to wigten his views and make a man of him	never mind what the business was it suffices to say that it was a good beginning for a young man like tom who having been born and bred in the most conservative class of the most conceited city in new england needed just the healthy hearty social influences of the west to widen his views and make a man of him
657	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0001.wav	fortunately every one was so busy with the necessary preparations that there was no time for romance of any sort and the four young people worked together as soberly and sensibly as if all sorts of emotions were not bottled up in their respective hearts	fortunately everyone was so busy with the necessary preparations that there was no time for romans of any sort and the four young people worked together as soberly and sensibly as if all sorts of emotions were not bottred up in their respective hearts	fortunately everyone was so busy with the necessary preparations that there was no time for roman of any sort and the four young people worked together as soberly and sensibly as if all sorts of emotions were not bottled up in their respective hearts
658	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0002.wav	pity that the end should come so soon but the hour did its work and went its way leaving a clearer atmosphere behind though the young folks did not see it then for their eyes were dim because of the partings that must be	pity that the end chit come so soon but the hour did its work and went its way leaving a clearer atmosphere behind bug the young folks did not see it then for the eyes were dimm because of the partings that must be	pity that the end that come so soon but the hour did its work and went its way leaving a clearer atmosphere behind but the young folks did not see it then for the eyes were dim because of the partings that must be
659	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0003.wav	if it had not been for two things i fear she never would have stood a summer in town but sydney often called till his vacation came and a voluminous correspondence with polly beguiled the long days	if it had not been for two things i fear she never would have stood a summer in town but sydney often called till his vacation came and a voluminous correspondence with polly begiled the long days	if it had not been for two things i fear she never would have stood a summer in town but sydney often called till his vacation came and a voluminous correspondence with polly beguiled the long days
660	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0004.wav	tom wrote once a week to his mother but the letters were short and not very satisfactory for men never do tell the interesting little things that women best like to hear	tom wrote once a week to his mother but the letters were short and not very satisfactory for men never do tell the interesting little things that women best like to hear	tom wrote once a week to his mother but the letters were short and not very satisfactory for men never do tell the interesting little things that women best like to hear
661	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0005.wav	no i m only tired had a good deal to do lately and the dull weather makes me just a trifle blue	no i am only tired had a good deal to do ladly and the dall weather makes me just a travel blue	no i am only tired had a good deal to do lately and the dull weather makes me just a travel blue
662	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0006.wav	forgive me polly but i can't help saying it for it is there and i want to be as true to you as you were to me if i can	forgive me polly but i can't help saying it for it is there and i want to be as true to you as you were to me if i can	forgive me polly but i can't help saying it for it is there and i want to be as true to you as you were to me if i can
663	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0007.wav	i try not to deceive myself but it does seem as if there was a chance of happiness for me	i try not to deceive myself but it does seem as if there was a chance of happiness for me	i try not to deceive myself but it does seem as if there was a chance of happiness for me
664	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0008.wav	thank heaven for that	thank heaven for that	thank heaven for that
665	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0009.wav	cried polly with the heartiest satisfaction in her voice	cried polye with the hardiest satisfaction in her voice	cried polly with the heartiest satisfaction in her voice
666	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0010.wav	poor polly was so taken by surprise that she had not a word to say	poor polli was so taken by surprise that she had not a word to say	poor polly was so taken by surprise that she had not a word to say
667	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0011.wav	none were needed her telltale face answered for her as well as the impulse which made her hide her head in the sofa cushion like a foolish ostrich when the hunters are after it	none were needed her teltil face answered for her as well as the impulse which made her hide her head in the sofa cushion like a foolish ostwich wen the hundreds are after it	none were needed her telltale face answered for her as well as the impulse which made her hide her head in the sofa cushion like a foolish ostrich when the hundreds are after it
668	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0012.wav	once or twice but sort of jokingly and i thought it was only some little flirtation	once or twice bat sort of chokingly and i thought it was only some little flirtation	once or twice but sort of jokingly and i thought it was only some little flirtation
669	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0013.wav	it was so stupid of me not to guess before	it was so stupid of me not to guess before	it was so stupid of me not to guess before
670	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0014.wav	it was so tender earnest and defiant that fanny forgot the defence of her own lover in admiration of polly's loyalty to hers for this faithful all absorbing love was a new revelation to fanny who was used to hearing her friends boast of two or three lovers a year and calculate their respective values with almost as much coolness as the young men discussed the fortunes of the girls they wished for but could not afford to marry	it was so tender  earnest and defiant that fanny forgot the defence of her own lover and admiration of poly's loyalty to hers for this faithful all absorbing love was a new revelation to fanny who was used to hearing her friends boast of two or three lovers a year and calculate their respective values with almost as much coolness as the young men discuss the fortunes of the girls they wished for but could not afford to mew	it was so tender  earnest and defiant that fanny forgot the defence of her own lover and admiration of polly's loyalty to hers for this faithful all absorbing love was a new revelation to fanny who was used to hearing her friends boast of two or three lovers a year and calculate their respective values with almost as much coolness as the young men discussed the fortunes of the girls they wished for but could not afford to me
671	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0015.wav	i hope maria bailey is all he thinks her she added softly for i could n't bear to have him disappointed again	i hope maria baily is oly things sir  she added softly for i could not bear to have him disappointed again	i hope maria bailey is only things sir  she added softly for i could not bear to have him disappointed again
672	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0016.wav	said fanny turning hopeful all at once	said fanny turning hopeful all at once	said fanny turning hopeful all at once
673	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0017.wav	suppose i say a word to tom just inquire after his heart in a general way you know and give him a chance to tell me if there is anything to tell	suppose i say a word to tom just enquire after his heart in e channel a way you know and give him a chance to tell me if there's anything to tell	suppose i say a word to tom just inquire after his heart in a channel away you know and give him a chance to tell me if there's anything to tell
674	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0018.wav	bear it people always do bear things somehow answered polly looking as if sentence had been passed upon her	bear it people always do bear things somehow answered polly looking as if santence had been passed upon her	bear it people always do bear things somehow answered polly looking as if sentence had been passed upon her
675	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/3331-159609-0019.wav	it was a very different winter from the last for both the girls	it was a very different winder from the last for both the girls	it was a very different window from the last for both the girls
