audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229043.mp3	காட்டினேன் குழந்தையைக் கல்லில் தூக்கிப்	காட்டினின் குழந்தையைக் கள்ளில் தூக்கிப்	காட்டினேன் குழந்தையைக் கல்லில் தூக்கிப்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20229045.mp3	மன்னிக்கணும்	மண்ணிக கெனும்	மன்னிக்கணும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278003.mp3	இயல்பு அலாதன செய்யேல்	இற்இயல்பு அலாதன செய்யேன்	ர் இயல்பு அலாதன செய்யேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278004.mp3	ஒருவனும் ஒருத்தியு மாய்  மனம்	ஒருவணும் ஒற்தியுமாய் மனம்	ஒருவனும் ஒருத்தியு மாய் மனம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278006.mp3	நகையுள்ளும் இன்னாது இகழ்ச்சி பகையுள்ளும் பண்புள பாடறிவார் மாட்டு	நகையுல்லும் என்னாதேகழ்சிபகையிலலும் பண்புல பாடறிவார் மாட்டுக்	நகையுள்ளும் இன்னாது இகழ்ச்சி வகையும் பண்புள பாடறிவார் மாட்டுக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278009.mp3	எனக்கு உடம்பு சரியில்லை	எனக்க உடம்பு சரியில்லை	எனக்கு உடம்பு சரியில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278012.mp3	என்பு முறிந்த வன்புலி யுடம்பைக்	என்பு முரிந்த வண்புழி குடம்மைக்	என்பு முறிந்த வன்புலி குடம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278027.mp3	தலைவர் இடிக்கும் தடித்த கதவைத்	தலைவர் இரிக்கும் தடித் தக்கதவை்	தலைவர் இடிக்கும் தடித்த கதவைத்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278029.mp3	தரளங்கள் போல்வன நிலவு நக்ஷத்திரம்	தரலங்கள் போல்வன நிரவு அஞ்செத்தற்	தரளங்கள் போல்வன நிலவு அஞ்சக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278030.mp3	நீ இப்ப எங்க இருக்குற	நேயப்ப எங்க இருக்கிற	மாய்ப்ப எங்க இருக்குற
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278031.mp3	அரவம் ஆட்டேல்	அரவம் ஆத்தேல்	அரவம் ஆட்டேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19278033.mp3	இளங்கோவடிகளின் தந்தை இமயவரம்பன் நெடுஞ்சேரலாதன்	இலங்கவடிகளின் துந்தை இமையவர்ம்மல் லெடுஞ்சேர் அலாதன்்	இளங்கோவடிகளின் தந்தை இமயவரம்பன் நெடுஞ்சேரலாதன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820389.mp3	தீரவரும் எனிலும் தேன்போல் வரவேற்பேன்	தீரவரம் எனிலும் தேன்போல் வர வேட்பேன்	தீரவரும் எனிலும் தேன்போல் வரவேற்பேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820390.mp3	மக்கள் எல்லாம்சமம் என்று முழக்கினர் தோழா	மக்கள் எல்லாம் சமம் என்று முலக்கினர் தோழா	மக்கள் எல்லாம்சமம் என்று முழக்கினர் தோழா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820391.mp3	மூடப் பழக்கம் முடிவற்ற கண்ணுறக்கம்	மோடப் பலக்கம் முடிவெற்ற கண்ணுரக்கம்	மூடப் பழக்கம் முடிவற்ற கண்ணுறக்கம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820392.mp3	சாதலைத் தடுக்கவோ தாய்எமன் வந்தாய்	சாதலைத் தடுக்கவோ ராய் இமன் வந்தாய்	சாதலைத் தடுக்கவோ தாய்எமன் வந்தாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820393.mp3	சொல்லிடு வோம்புவி மேல்	சொல்லிடு வோம் புவிமேல்	சொல்லிடு வோம் புவி மேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820409.mp3	ராணி விஜயா நடத்திவைத்த சூழ்ச்சிதனைக்	ராணி விஜயா நடத்திவைத்த சூழ்ச்சி தனைக்	ராணி விஜயா நடத்திவைத்த சூழ்ச்சிதனைக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820410.mp3	ஏந்திய வண்ணம் என்னருமை மகள்	ஏந்திய வண்ணம் என்னருமை மகர்	ஏந்திய வண்ணம் என்னருமை மகள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820411.mp3	உன்னதமான ஒரு லட்சியத்துக்காக போராடு	உன்னத மான ஒருளற்சிர்த் திட்காஹ போராடு	உன்னதமான ஒரு லட்சியத்துக்காக போராடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820412.mp3	புத்ரர்களைப் பற்றியன்றோ பூலோகம் தூற்றுவது	புத்கர்களை பற்றியென்றோ பூழோஹம் தூற்றுவது	புத்தர் கலை பற்றியன்றோ பூலோகம் தூற்றுவது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19820413.mp3	இனிய புத்தாண்டு வாழ்த்துக்கள்	இனிஎ புத்தாண்டு வாய்த்திக்க	இனிய புத்தாண்டு வாழ்த்துக்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823618.mp3	சிற்சிலர் வாழ்ந்திடப் பற்பலர் உழைத்துத்	சேற்சிலவ் வாழ்ந்திட பற்பலர் குளத்	சிற்சிலர் வாழ்ந்திடப் பற்பலர் குலம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823619.mp3	வீங்கி இருந்ததால் வெடுக்கென வலித்தது	வீங்கி இருந்ததான் வடுக்கென வளித்தது	வீங்கி இருந்த தான் வெடுக்கென வலித்தது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823620.mp3	எனவையம் கலங்கக் கண்டு	இன வாயம் கலங்கக் கண்டு	என வா யாம் கலங்கக் கண்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823621.mp3	எனக்கு தயிர் பச்சடி மிகவும் பிடிக்கும்	எனக்கு பயல் பச்சடி மிஹவம் பிடிக்கும்	எனக்கு பயிர் பச்சடி மிகவும் பிடிக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823622.mp3	அரச காவலர் அங்கே இருப்பரேல்	அரச காவலர் அங்கே இதுப்பரேல்	அரச காவலர் அங்கே இருப்பரேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823628.mp3	தொழிலறிந்த ஏழைமக்கள்	தொடில் அறிந்த ஏலை மக்கள்	தொழிலறிந்த இலை மக்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823629.mp3	சொத்தைப் பல்லைச் சுரண்டிய படியே	சொத்தைபல்லைச் சுரண்திய படியே	சொத்தை பல்லைச் சுரண்டிய படியே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823630.mp3	எதிரிலுறும் அமுதவல்லி இருவர் தம்மைக்	எதுதுயிலுறும் அமுத வல்லி இதுவர் தம்மாய்க்	எதிரிலுறும் அமுத வல்லி இருவர் தம்மைக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823631.mp3	ஆவி களையேனும் அர்ப்பணம்செய் வோம் இதனை	ஆவிகலைஏேனம் அப்பணம் செய்வோம் இதனாய்	ஆவி களையேனும் அப்புறம் செய்வோம் இதனை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19823632.mp3	வீசினதும் முத்தம் விளைத்த நடைமுறையும்	வீசினத முத்தம் விளைத்த நடமுறையும்	வீசினதும் முத்தம் விளைத்த நடைமுறையும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819840.mp3	இந்தச் சிறுமி யிருந்திடு கின்றாள்	எந்தச் சிறுமி இரந்திடு கின்றாள்	இந்தச் சிறுமி வந்திடு கின்றாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819841.mp3	உனைக்காணும் போதினிலே என்னு ளத்தில்	உன்னைக் காலம் போதுனிலே என்னுள் ளத்தில்	உன்னைக் காலம் போதினிலே என்னுள் ளத்தில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819842.mp3	அருளொடும் அன்பொடும் வாராப் பொருளாக்கம் புல்லார் புரளவிடல்	அரலொடும் அன்போடும் வாராப் பொர்லாக்கம் புல்லார் புரரவுடல்	அருளொடும் அன்பொடும் வாராப் பொருளாக்கம் புல்லார் புரளவிடல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819843.mp3	உழுதுண்டு வாழ்வாரே வாழ்வார்	ஒழுதொண்டு வாழ்வாரை வாழ்வார்	உழுதுண்டு வாழ்வாரே வாழ்வார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819844.mp3	அவர்தம் பெயர்களோ விரிக்கினும் எஞ்சும்	அவர்தம் பெயர்களோ விரிக்கினும் எஞ்சும்	அவர்தம் பெயர்களோ விரிக்கினும் எஞ்சும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819845.mp3	படுத் திருந்த பையனை நோக்கி	படுத்திடுந்த பையனை நோக்கிப்	படுத் திருந்த பையனை நோக்கி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819846.mp3	விரிகுடா என்பது மூன்று பக்கம் நிலத்தாலும் ஒரு பக்கம் கடலாலும் சூழப்பட்ட பெரிய நீர்ப்பகுதி	விறிகுடா என்பது மூன்றுபக்கம் நிலத்தாலும் ஒருபககம் கடலாலும் சூலப்பட்ட பெரிய நீர்ப்பதுதி	விரிகுடா என்பது மூன்று பக்கம் நிலத்தாலும் ஒரு பக்கம் கடலாலும் சூழப்பட்ட பெரிய நீர்ப்பகுதி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819847.mp3	புன்னை மரத்தினில் ஓடிய காதலி	புன்னை மரத்திநில் ஓடிய காதலி்	புன்னை மரத்தினில் ஓடிய காதலி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819848.mp3	இறப்பெனும் நிலையில்	பிறப்பெனம் நிலையில்	இறப்பெனும் நிலையில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819849.mp3	எங்க சாப்பிடலாம்	எங்க சாப்பட லாம்	எங்க சாப்பிடலாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329189.mp3	சதிராடு தேவடியாள் போல்ஆடிற்று	சதிராடு தேவடியால்போல் ஆடிற்று	சதிராடு தேவடியாள் போல்ஆடிற்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329190.mp3	நீலச் சுடர்மணி வானம்  ஆங்கே	நீலச்சுடர்மணி வானம் ஆங்கே	நீலச் சுடர்மணி வானம் ஆங்கே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329191.mp3	எந்நாளும் நன்னாளே	என்னாலும் நன் னாளே	என்னாகும் நன்னாளே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329192.mp3	என்ன நண்பா எப்படி இருக்கீங்க	என்ன நண்பா எவ்பி இருக்கீங்க	என்ன நண்பா அவ்வி இருக்கீங்க
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19329193.mp3	கூலிமக்கள் அதிகரித்தார் என்னசெய்வேன்	கூலி மக்கள் அதிகரித்தார் என்ன செய்றேன்	கூலி மக்கள் அதிகரித்தார் என்ன செய்வேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19423196.mp3	என்றனமூட வழக்க மெலாம்  தலை	என்றன மூட வளக்கமெ லாம் தலை	என்றனமூட வழக்க மெலாம் தலை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19423199.mp3	அவன் என்னை அடித்து விட்டான்	அவன் என்னை அடித்துவிட்டான்	அவன் என்னை அடித்து விட்டான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19423201.mp3	கோயில் திருப்பணி என்பார்  அந்தக்	போயில் திருப்பணி என்பார்ந்தக்	கோயில் திருப்பணி என்பார் அந்தக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19423203.mp3	பீடு பெற நில்	வீடு பிறநில்	வீடு பிற நில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19423205.mp3	சுவையுடன் அமைந்தவை கவலை விளைத்தன	சுவையுடன் அமைந்தவைக் கவலை விளைத்தன	சுவையுடன் அமைந்தவை கவலை விளைத்தன
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20944997.mp3	லாயிரங் கப்பல்கள் போய்வரச் செய்தோம்	லாயிரன் கப்பல்கள் போய்வரச் செய்தோம்	லாயின் கப்பல்கள் போய்வரச் செய்தோம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20944998.mp3	முகமல ரோடு முகமலர் ஒற்றியும்	முகமலரோடு முகமலர் ஒற்றியும்	முகமல ரோடு முகமலர் ஒற்றியும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20944999.mp3	முனைமுகத்து நில்லேல்	முனைமுகத்து மிணன்லேல்உம	முனைமுகத்து நில்லேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945000.mp3	பெருங்கனல்போல் பொறுத்திருப்பாய் உன் பகைவன்	பெருங்கணல்போல் பொருத்திருப்பாய் உன் பகைவன்	பெருங்கனல்போல் பொறுத்திருப்பாய் உன் பகைவன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945080.mp3	பருவத்தே பயிர் செய்	பருவத தேபயிர் செய்	பருவத்தே பயிர் செய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945081.mp3	தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு வேளாண்மை செய்தற் பொருட்டு	தாலாற்றி தந்த பொருளெல்லாம் தக்காரிக்க வேலான்மை செய்த் பொருட்டு	தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு வேளாண்மை செய்த பொருட்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945087.mp3	நஞ்சைக் கலப்பதற்கு நம்மைஅன்று நண்ணினான்	நஞ்சை கலப்பதற்கு நம்மய அஞ்ச நண்மினால்	நஞ்சைக் கலப்பதற்கு நம்மை பஞ்ச நண்ணினான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945093.mp3	மின்னொளியாள் வராததுதான் பாக்கியிந்த நேரம்	மின்னொழியால் வராததுதான் பாக்கிஇந்த நேரவ	மின்னொளியாள் வராததுதான் பாக்கி இந்த நேரம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20945094.mp3	இந்நேரம் போயிருப்பார் இந்நேரம் பேர்த்தெடுப்பார்	இன்மேரம் போயிருப்பார் இன்மேனம் பேர்த்தெடுப்பார்	இந்நேரம் போயிருப்பார் இந்நேரம் பேர்த்தெடுப்பார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345213.mp3	வானையளப் போம்கடல் மீனையளப்போம்	வானை அளப்போம் கடல் மீனை அளப்போம்	வானையளப் போம்கடல் மீனையளப்போம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345215.mp3	இங்கிருந்து கேட்டார் இருவரும் என்னவென்றால்	இங்கிருந்து கேட்டார் எருவரும் என்ன வன்றாள்	இங்கிருந்து கேட்டார் இருவரும் என்ன வென்றால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345219.mp3	கவிஞனுக்கும் காதலிக்கும் மீட்சி தந்தார்	கவிஞனக்கும் காதலிக்கும் மீற்சு தந்தார்	கவிஞனுக்கும் காதலிக்கும் மீட்சி தந்தார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345220.mp3	தோற்றமது குறைவுபடச் சுவாசம்மேல் வாங்க	தோற்றமது குறைபுபட சவாசம்மேல் வாங்க	தோற்றமது குறைவுபடச் சுவாசம்மேல் வாங்க
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345222.mp3	என்னை அறிந்தால்	என்னை அறிந்தாள்	என்னை அறிந்தால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345234.mp3	நாற்றிசை வீதிகள் தோற்றவும் செய்தோம்	நாற்றிச வீதிகள் தோற்றவும் செய்தோம்	நாற்றிசை வீதிகள் தோற்றவும் செய்தோம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19345236.mp3	தோன்றிற்று மங்கை தூக்கம் நீங்காது	தோன்றிற்று மங்கை தோூக்கம் நேங்காது	தோன்றிற்று மங்கை தூக்கம் நீங்காது
