Unnamed: 0	audios	text	without_lm	with_lm
315	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0036.wav	when the king comes to paris everybody calls out vive le roi	when the king comes to paris everybody calls out vievi la roy	when the king comes to paris everybody calls out vie villeroy
316	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0037.wav	she introduced me to all her guests and gave me some particulars respecting every one of them	she introduced me to all her guests and gave me some particulars respecting every one of them	she introduced me to all her guests and gave me some particulars respecting every one of them
317	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0038.wav	what sir i said to him am i fortunate enough to see you	what sir i said to him am i fortunate enough to see you	what sir i said to him am i fortunate enough to see you
318	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0039.wav	he himself recited the same passage in french and politely pointed out the parts in which he thought that i had improved on the original	he himself recited the same passage in french and politely pointed out the parts in which he thought that i had improved on the original	he himself recited the same passage in french and politely pointed out the parts in which he thought that i had improved on the original
319	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0040.wav	for the first day sir i think that what you have done gives great hopes of you and without any doubt you will make rapid progress	for the first day sir i think that what you have done gives great hopes of you and without any doubt you will make rapid progress	for the first day sir i think that what you have done gives great hopes of you and without any doubt you will make rapid progress
320	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0041.wav	i believe it sir and that is what i fear therefore the principal object of my visit here is to devote myself entirely to the study of the french language	i believe it sir and that is what i fear therefore the principal object of my visit here is to devote myself entirely to the study of the french language	i believe it sir and that is what i fear therefore the principal object of my visit here is to devote myself entirely to the study of the french language
321	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0042.wav	i am a very unpleasant pupil always asking questions curious troublesome insatiable and even supposing that i could meet with the teacher i require i am afraid i am not rich enough to pay him	i am a very unpleasant pupil always asking questions curious troublesome insatiable and even supposing that i could meet with the teacher i require i am afraid i am not rich enough to pay him	i am a very unpleasant pupil always asking questions curious troublesome insatiable and even supposing that i could meet with the teacher i require i am afraid i am not rich enough to pay him
322	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0043.wav	i reside in the marais rue de douze portes	i reside in the maret rue de dusport	i reside in the mere rue de douze port
323	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0044.wav	i will make you translate them into french and you need not be afraid of my finding you insatiable	i will make you translate them into french and you need not be afraid of my finding you insatiable	i will make you translate them into french and you need not be afraid of my finding you insatiable
324	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0045.wav	he had a good appetite could tell a good story without laughing was celebrated for his witty repartees and his sociable manners but he spent his life at home seldom going out and seeing hardly anyone because he always had a pipe in his mouth and was surrounded by at least twenty cats with which he would amuse himself all day	he had a good appetite could tell a good story without laughing was celebrated for his witty repartes and his sociable manners but he spent his life at home seldom going out and seeing hardly anyone because he always had a pipe in his mouth and was surrounded by at least twenty cats with which he would amuse himself all day	he had a good appetite could tell a good story without laughing was celebrated for his witty repartees and his sociable manners but he spent his life at home seldom going out and seeing hardly anyone because he always had a pipe in his mouth and was surrounded by at least twenty cats with which he would amuse himself all day
325	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/3729-6852-0046.wav	his housekeeper had the management of everything she never allowed him to be in need of anything and she gave no account of his money which she kept altogether because he never asked her to render any accounts	his housekeeper had the management of everything she never allowed him to be in need of anything and she gave no account of his money which she kept altogether because he never asked her to render any accounts	his housekeeper had the management of everything she never allowed him to be in need of anything and she gave no account of his money which she kept altogether because he never asked her to render any accounts
326	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36600-0000.wav	chapter seven on the races of man	chapter seven on the races of man	chapter seven on the races of man
327	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36600-0001.wav	in determining whether two or more allied forms ought to be ranked as species or varieties naturalists are practically guided by the following considerations namely the amount of difference between them and whether such differences relate to few or many points of structure and whether they are of physiological importance but more especially whether they are constant	in determining whether two or more allied forms ought to be ranked as species or varieties naturalists are practically guided by the following considerations namely the amount of difference between them and whether such differences relate to few or many points of structure and whether they are of physiological importance but more especially whether they are constant	in determining whether two or more allied forms ought to be ranked as species or varieties naturalists are practically guided by the following considerations namely the amount of difference between them and whether such differences relate to few or many points of structure and whether they are of physiological importance but more especially whether they are constant
328	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0000.wav	it was one of the masterly and charming stories of dumas the elder	it was one of the masterly and charming stories of dumaut the elder	it was one of the masterly and charming stories of dumas the elder
329	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0001.wav	in five minutes i was in a new world and my melancholy room was full of the liveliest french company	in five minutes i was in a new world and my melancholy room was full of the liveliest french company	in five minutes i was in a new world and my melancholy room was full of the liveliest french company
330	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0002.wav	the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality	the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality	the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality
331	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0003.wav	ambrose met me at the bottom of the stairs and showed me the way to the supper room	ambros met me at the bottom of the stairs and showed me the way to the supper room	ambrose met me at the bottom of the stairs and showed me the way to the supper room
332	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0004.wav	she signed to me with a ghostly solemnity to take the vacant place on the left of her father	she signed to me with a ghostly solemnity to take the vacant place on the left of her father	she signed to me with a ghostly solemnity to take the vacant place on the left of her father
333	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0005.wav	the door opened again while i was still studying the two brothers without i honestly confess being very favorably impressed by either of them	the door opened again while i was still studying the two brothers without i honestly confessed being very favorably impressed by either of them	the door opened again while i was still studying the two brothers without i honestly confessed being very favorably impressed by either of them
334	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0006.wav	a new member of the family circle who instantly attracted my attention entered the room	a new member of the family circle who instantly attracted my attention entered the room	a new member of the family circle who instantly attracted my attention entered the room
335	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0007.wav	a little cracked that in the popular phrase was my impression of the stranger who now made his appearance in the supper room	a little crack that in the popular phrase was my impression of the stranger who now made his appearance in the supper room	a little track that in the popular phrase was my impression of the stranger who now made his appearance in the supper room
336	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0008.wav	mister meadowcroft the elder having not spoken one word thus far himself introduced the newcomer to me with a side glance at his sons which had something like defiance in it a glance which as i was sorry to notice was returned with the defiance on their side by the two young men	mister meadocroft the elder having not spoken one word thus far himself introduced the newcomer to me with a sigh glance at his son's which had something like defiance in it a glance which as i was sorry to notice was returned with a defiance on their side by the two young men	mister meadowcroft the elder having not spoken one word thus far himself introduced the newcomer to me with a sigh glance at his sons which had something like defiance in it a glance which as i was sorry to notice was returned with defiance on their side by the two young men
337	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0009.wav	philip lefrank this is my overlooker mister jago said the old man formally presenting us	philip lefrank this is my overlooker mister yago said the old man formerly presenting us	philip lefrank this is my overlooker mister jago said the old man formally presenting us
338	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0010.wav	he is not well he has come over the ocean for rest and change of scene	he is not well he has come over the ocean for rest and changees scene	he is not well he has come over the ocean for rest and changes scene
339	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0011.wav	mister jago is an american philip	mister yago is an american philip	mister jago is an american philip
340	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0012.wav	make acquaintance with mister jago sit together	make acquaintance with miss jiyago sit together	make acquaintance with miss jago sit together
341	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0013.wav	they pointedly drew back from john jago as he approached the empty chair next to me and moved round to the opposite side of the table	pointedly drew back from john yago as he approached the empty chair next to me and moved round to the opposite side of the table	pointedly drew back from john jago as he approached the empty chair next to me and moved round to the opposite side of the table
342	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0014.wav	a pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a rare thing in america a pleasantly toned voice which made the accent agreeable to english ears	pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a rare thing in america a pleasantly toned voice which made the accent agreeable to english ears	pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a rare thing in america a pleasantly toned voice which made the accent agreeable to english ears
343	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0015.wav	our first impressions of people are in nine cases out of ten the right impressions	our first impressions of people are in nine cases out of ten the wright impressions	our first impressions of people are in nine cases out of ten the right impressions
344	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0016.wav	for once in a way i proved a true prophet	for once in a way i proved a true profit	for once in a way i proved a true prophet
345	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0017.wav	the only cheerful conversation was the conversation across the table between naomi and me	nly cheerful conversation was the conversation across the table between aiomi and me	only cheerful conversation was the conversation across the table between naomi and me
346	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0018.wav	he looked up at naomi doubtingly from his plate and looked down again slowly with a frown	he looked up at now me doubtingly from his plate and looked down again slowly with a frown	he looked up at now me doubtingly from his plate and looked down again slowly with a frown
347	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0019.wav	when i addressed him he answered constrainedly	when i addressed him he answered constrainedly	when i addressed him he answered constrainedly
348	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0020.wav	a more dreary and more disunited family party i never sat at the table with	a more dreary and more disunited family party i never sat at table with	a more dreary and more disunited family party i never sat at table with
349	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0021.wav	envy hatred malice and uncharitableness are never so essentially detestable to my mind as when they are animated by a sense of propriety and work under the surface but for my interest in naomi and my other interest in the little love looks which i now and then surprised passing between her and ambrose i should never have sat through that supper	envy hatred malice and uncharitableness are never so essentially detestable to my mind as when they are animated by the sense of propriety and work under the surface but for my interest in they owe me and my other interest in the little love looks which i now and then xurprized passing between her and ambros i should never have sat through that supper	envy hatred malice and uncharitableness are never so essentially detestable to my mind as when they are animated by the sense of propriety and work under the surface but for my interest in they own me and my other interest in the little love looks which i now and then surprised passing between her and ambrose i should never have sat through that supper
350	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0022.wav	i wish you good night she laid her bony hands on the back of mister meadowcroft's invalid chair cut him short in his farewell salutation to me and wheeled him out to his bed as if she were wheeling him out to his grave	i wish you good night she laid her bony hands on the back of mister meadacroft's invalid chair cut him short in his farewell solutation to me and wheeled him out to his bed as if she were wheeling him out to his grave	i wish you good night she laid her bony hands on the back of mister meadowcroft's invalid chair cut him short in his farewell salutation to me and wheeled him out to his bed as if she were wheeling him out to his grave
351	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0023.wav	you were quite right to say no ambrose began never smoke with john jago his cigars will poison you	you were quite right to say no ambros began never smoke a johnni algo his cigars will poison you	you were quite right to say no ambrose began never smoke a john i ago his cigars will poison you
352	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0024.wav	naomi shook her forefinger reproachfully at them as if the two sturdy young farmers had been two children	niome shook her forefinger reproachfully at them as if the two sturdy young farmers had been two children	naomi shook her forefinger reproachfully at them as if the two sturdy young farmers had been two children
353	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-36377-0025.wav	silas slunk away without a word of protest ambrose stood his ground evidently bent on making his peace with naomi before he left her seeing that i was in the way i walked aside toward a glass door at the lower end of the room	silas slunk away without a word of protest ambro stood his ground evidently bent on making his piece with me o me before he left im seeing that i was in the way i walked aside toward a glass door at the lower end of the room	silas slunk away without a word of protest ambrose stood his ground evidently bent on making his piece with the one before he left  seeing that i was in the way i walked aside toward a glass door at the lower end of the room
354	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0000.wav	at another time harald asked	at another time harold asked	at another time harald asked
355	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0001.wav	what is your country olaf have you always been a thrall the thrall's eyes flashed	ht is your country ola have you always been a throwl the throwl's eyes flashed	t is your country olaf have you always been a thrall the thrall's eyes flashed
356	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0002.wav	two hundred warriors feasted in his hall and followed him to battle	two hundred warriors feasted in his hall and followed him to battle	two hundred warriors feasted in his hall and followed him to battle
357	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0003.wav	the rest of you off a viking he had three ships	the rest of you roff a viking he had three ships	the rest of you off a viking he had three ships
358	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0004.wav	these he gave to three of my brothers	these he gave to three of my brothers	these he gave to three of my brothers
359	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0005.wav	but i stayed that spring and built me a boat	t i say that spring built me abote	i say that spring built me above
360	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0006.wav	i made her for only twenty oars because i thought few men would follow me for i was young fifteen years old	made her for only twenty wars because i thought few men would follow me for i was young fifteen years old	made her for only twenty worse because i thought few men would follow me for i was young fifteen years old
361	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0007.wav	at the prow i carved the head with open mouth and forked tongue thrust out	at the prow i carved the head with open mouth and forked tongue thrust out	at the prow i carved the head with open mouth and forked tongue thrust out
362	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0008.wav	i painted the eyes red for anger	i painted the eyes red for anger	i painted the eyes red for anger
363	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0009.wav	there stand so i said and glare and hiss at my foes	there stand so i said and glare and hiss at my phoes	there stand so i said and glare and hiss at my foes
364	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0010.wav	in the stern i curved the tail up almost as high as the head	in the stern i carved the tail up almost as high as the head	in the stern i carved the tail up almost as high as the head
365	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0011.wav	there she sat on the rollers as fair a ship as i ever saw	there she sat on the rollers as fair a ship as i ever saw	there she sat on the rollers as fair a ship as i ever saw
366	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0012.wav	then i will get me a farm and will winter in that land now who will follow me	then i will get me a farm and will win her in that land now who will follow me	then i will get me a farm and will win her in that land now who will follow me
367	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0013.wav	he is but a boy the men said	a boy the man said	a boy the man said
368	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0014.wav	thirty men one after another raised their horns and said	thirty men one after another raised their horns and said	thirty men one after another raised their horns and said
369	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0015.wav	as our boat flashed down the rollers into the water i made this song and sang it	as our boat flashed down the rollers into the water i made this song and sang it	as our boat flashed down the rollers into the water i made this song and sang it
370	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0016.wav	so we harried the coast of norway	so we harried the coast of norway	so we harried the coast of norway
371	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0017.wav	we ate at many men's tables uninvited	we ate at many men's tables uninvited	we ate at many men's tables uninvited
372	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0018.wav	my dragon's belly is never full and on board went the gold	a dragon's belly is never full and on board went the gold	a dragon's belly is never full and on board went the gold
373	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0019.wav	oh it is better to live on the sea and let other men raise your crops and cook your meals	oh it is better to live on the sea and let other men raise your crops and cook your meals	oh it is better to live on the sea and let other men raise your crops and cook your meals
374	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0020.wav	a house smells of smoke a ship smells of frolic	a house smells of smoke a ship smells of frolic	a house smells of smoke a ship smells of frolic
375	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0021.wav	up and down the water we went to get much wealth and much frolic	up and down the water we went to get much wealth and much frolic	up and down the water we went to get much wealth and much frolic
376	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0022.wav	what of the farm olaf not yet i answered viking is better for summer	what of the farm olof not yet i answered viking is better for summer	what of the farm olaf not yet i answered viking is better for summer
377	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0023.wav	it was so dark that i could see nothing but a few sparks on the hearth	it was so dark that i could see nothing but a few sparks on the hearth	it was so dark that i could see nothing but a few sparks on the hearth
378	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0024.wav	i stood with my back to the wall for i wanted no sword reaching out of the dark for me	i stood with my back to the wall for i wanted no sword reaching out of the dark for me	i stood with my back to the wall for i wanted no sword reaching out of the dark for me
379	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0025.wav	come come i called when no one obeyed a fire	come come i called when no one obeyed a fire	come come i called when no one obeyed a fire
380	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0026.wav	my men laughed yes a stingy host	my men laughd yes a stingy host	my men laugh yes a stingy host
381	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0027.wav	he acts as though he had not expected us	he acts as though he had not expected us	he acts as though he had not expected us
382	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0028.wav	on a bench in a far corner were a dozen people huddled together	on a bench in a far corner were a dozen people huddled together	on a bench in a far corner were a dozen people huddled together
383	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0029.wav	bring in the table we are hungry	bring in the table we are hungry	bring in the table we are hungry
384	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0030.wav	the thralls were bringing in a great pot of meat	the throwls were bringing in a great pot of mea	the thralls were bringing in a great pot of meat
385	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0031.wav	they set up a crane over the fire and hung the pot upon it and we sat and watched it boil while we joked at last the supper began	they set up a crane over the fire and hung the pot upon it and we sat and watched it boil while we joked at last the supper began	they set up a crane over the fire and hung the pot upon it and we sat and watched it boil while we joked at last the supper began
386	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0032.wav	the farmer sat gloomily on the bench and would not eat and you cannot wonder for he saw us putting potfuls of his good beef and basket loads of bread into our big mouths	the farmer sat gloomily on the bench and would not eat and you cannot wonder for he saw us putting potfuls of his good beef and basketloads of bread into our big mouths	the farmer sat gloomily on the bench and would not eat and you cannot wonder for he saw us putting potfuls of his good beef and basket loads of bread into our big mouths
387	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0033.wav	you would not eat with us you cannot say no to half of my ale i drink this to your health	you would not eat with us you cannot say no to half of my ail i drink this to your health	you would not eat with us you cannot say no to half of my all i drink this to your health
388	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0034.wav	then i drank half of the hornful and sent the rest across the fire to the farmer he took it and smiled saying	then i drank half of the hornful and set the rest to cross the fire to the farmer he took it in smiles saying	then i drank half of the hornful and set the rest to cross the fire to the farmer he took it in smiles saying
389	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0035.wav	did you ever have such a lordly guest before i went on	did you ever have such a lordly guest before i went on	did you ever have such a lordly guest before i went on
390	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0036.wav	so i will give out this law that my men shall never leave you alone	so i will give out this law that my men shall never leave you alone	so i will give out this law that my men shall never leave you alone
391	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0037.wav	hakon there shall be your constant companion friend farmer	hawk and there shall be your constant companion friend farmer	hawk and there shall be your constant companion friend farmer
392	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0038.wav	he shall not leave you day or night whether you are working or playing or sleeping	he shall not leave you day or night whether you are working or playing or sleeping	he shall not leave you day or night whether you are working or playing or sleeping
393	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0039.wav	i named nine others and said	i named nine others and said	i named nine others and said
394	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0040.wav	and these shall follow your thralls in the same way	and these shall follow your thralls in the same way	and these shall follow your thralls in the same way
395	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0041.wav	so i set guards over every one in that house	so i set guards over everyone in that house	so i set guards over everyone in that house
396	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0042.wav	so no tales got out to the neighbors besides it was a lonely place and by good luck no one came that way	so no tails got out to the neighbors besides it was a lonely place and by good luck no one came that way	so no tales got out to the neighbors besides it was a lonely place and by good luck no one came that way
397	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0043.wav	their eyes danced big thorleif stood up and stretched himself	their eyes danced big torleafs stood up and stretched himself	their eyes danced big tour leaf stood up and stretched himself
398	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0044.wav	i am stiff with long sitting he said i itch for a fight i turned to the farmer	i'm stiff with long sitty he said i etch for a fight i turned to the farmer	i'm stiff with long sitting he said i itch for a fight i turned to the farmer
399	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0045.wav	this is our last feast with you i said	this is our last feast with you i said	this is our last feast with you i said
400	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0046.wav	by the beard of odin i cried you have taken our joke like a man	by the beard of oden i cried you have taken our joke like a man	by the beard of odin i cried you have taken our joke like a man
401	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0047.wav	my men pounded the table with their fists	my men pound the table with their fists	my men pound the table with their fists
402	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0048.wav	by the hammer of thor shouted grim here is no stingy coward	by the hammer athor shouted griham there is no stingy coward	by the hammer a thor shouted grim there is no stingy coward
403	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0049.wav	here friend take it and he thrust it into the farmer's hand	here friend take it and he thrust into the farmer's hand	here friend take it and he thrust into the farmer's hand
404	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0050.wav	may you drink heart's ease from it for many years	may you drink heartzeas from it for many years	may you drink hearts from it for many years
405	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0051.wav	and with it i leave you a name sif the friendly i shall hope to drink with you sometime in valhalla	with it i leave you a name cit the friendly i shall hope to drink with you sometime in valhalla	with it i leave you a name sit the friendly i shall hope to drink with you sometime in valhalla
406	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0052.wav	here is a ring for sif the friendly and here is a bracelet a sword would not be ashamed to hang at your side	here is a ring for saft the friendly and here is a bracelet and a sword would not be ashamed to hang at your side	here is a ring for safe the friendly and here is a bracelet and a sword would not be ashamed to hang at your side
407	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0053.wav	i took five great bracelets of gold from our treasure chest and gave them to him	took five great bracelets of gold from our treasure chest and gave them to him	took five great bracelets of gold from our treasure chest and gave them to him
408	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0054.wav	that is the best way to decide for the spear will always point somewhere and one thing is as good as another	that is the best way to decide the spear will always point somewhere and one thing is as good as another	that is the best way to decide the spear will always point somewhere and one thing is as good as another
409	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0055.wav	that time it pointed us into your father's ships	that time it pointed us into your father's ships	that time it pointed us into your father's ships
410	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0056.wav	here they said is a rascal who has been harrying our coasts	here they said is a rascal who has been harrying our coasts	here they said is a rascal who has been harrying our coasts
411	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0057.wav	we sunk his ship and men but him we brought to you	e sunk his ship and men but him we brought to you	sunk his ship and men but him we brought to you
412	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0058.wav	a robber viking said the king and scowled at me	a robber viking said the king and he scowled at me	a robber viking said the king and he scowled at me
413	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0059.wav	yes and with all your fingers it took you a year to catch me the king frowned more angrily	yes and with all your fingers it took you a year to catch me the king frowned more angrily	yes and with all your fingers it took you a year to catch me the king frowned more angrily
414	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0060.wav	take him out thorkel and let him taste your sword	take him out turcol and let him taste your sword	take him out thorkel and let him taste your sword
415	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/5142-33396-0061.wav	your mother the queen was standing by	mother the queen was standing by	mother the queen was standing by
